;
; ###########################################################################################################
; # CODE SUIVANT EST CHARGE pour le LEVEL 4 $7700=>$96FF (deux tracks A&B directement depuis la disquette) !
; ###########################################################################################################
;7700:4C 36 77    JMP $7736
900B:95 80       STA $80,X
900D:80                   ???
900E:F8          SED
900F:FF                   ???
9010:81 80       STA ($80,X)
9012:E0 B6       CPX #$B6
9014:80                   ???
9015:80                   ???
9016:C0 9F       CPY #$9F
9018:80                   ???
9019:80                   ???
901A:FC                   ???
901B:81 86       STA ($86,X)
901D:80                   ???
901E:FC                   ???
901F:81 87       STA ($87,X)
9021:80                   ???
9022:E0 D1       CPX #$D1
9024:87                   ???
9025:80                   ???
9026:80                   ???
9027:91 87       STA ($87),Y
9029:80                   ???
902A:80                   ???
902B:91 80       STA ($80),Y
902D:80                   ???
902E:80                   ???
902F:FD 80 80    SBC $8080,X
9032:F0 F9       BEQ $902D
9034:81 80       STA ($80,X)
9036:F0 FF       BEQ $9037
9038:8D 80 E0    STA $E080
903B:FF                   ???
903C:8F                   ???
903D:80                   ???
903E:C0 FF       CPY #$FF
9040:8D 80 80    STA $8080
9043:80                   ???
9044:8C 80 80    STY $8080
9047:FF                   ???
9048:8D 80 F8    STA $F880
904B:FF                   ???
904C:8D 80 F8    STA $F880
904F:FF                   ???
9050:8F                   ???
9051:80                   ???
9052:98          TYA
9053:FF                   ???
9054:87                   ???
9055:80                   ???
9056:80                   ???
9057:FF                   ???
9058:87                   ???
9059:80                   ???
905A:80                   ???
905B:FE 83 80    INC $8083,X
905E:80                   ???
905F:D0 80       BNE $8FE1
9061:80                   ???
9062:80                   ???
9063:D4                   ???
9064:80                   ???
9065:80                   ???
9066:80                   ???
9067:D4                   ???
9068:80                   ???
9069:80                   ???
906A:E0 FF       CPX #$FF
906C:87                   ???
906D:80                   ???
906E:80                   ???
906F:DB                   ???
9070:81 80       STA ($80,X)
9072:80                   ???
9073:FE 80 80    INC $8080,X
9076:F0 87       BEQ $8FFF
9078:98          TYA
9079:80                   ???
907A:F0 87       BEQ $9003
907C:9C                   ???
907D:80                   ???
907E:80                   ???
907F:C7                   ???
9080:9E                   ???
9081:80                   ???
9082:80                   ???
9083:C4 9C       CPY $9C
9085:80                   ???
9086:80                   ???
9087:C4 80       CPY $80
9089:80                   ???
908A:80                   ???
908B:F4                   ???
908C:83                   ???
908D:80                   ???
908E:C0 E7       CPY #$E7
9090:87                   ???
9091:80                   ???
9092:C0 FF       CPY #$FF
9094:B7                   ???
9095:80                   ???
9096:80                   ???
9097:FF                   ???
9098:BF                   ???
9099:80                   ???
909A:80                   ???
909B:FE B7 80    INC $80B7,X
909E:80                   ???
909F:80                   ???
90A0:B0 80       BCS $9022
90A2:80                   ???
90A3:FC                   ???
90A4:B7                   ???
90A5:80                   ???
90A6:E0 FF       CPX #$FF
90A8:B7                   ???
90A9:80                   ???
90AA:E0 FF       CPX #$FF
90AC:BF                   ???
90AD:80                   ???
90AE:E0 FC       CPX #$FC
90B0:9F                   ???
90B1:80                   ???
90B2:80                   ???
90B3:FC                   ???
90B4:9F                   ???
90B5:80                   ???
90B6:80                   ???
90B7:F8          SED
90B8:8F                   ???
90B9:80                   ???
90BA:80                   ???
90BB:C0 82       CPY #$82
90BD:80                   ???
90BE:80                   ???
90BF:D0 82       BNE $9043
90C1:80                   ???
90C2:80                   ???
90C3:D0 82       BNE $9047
90C5:80                   ???
90C6:80                   ???
90C7:FF                   ???
90C8:9F                   ???
90C9:80                   ???
90CA:80                   ???
90CB:EC 86 80    CPX $8086
90CE:80                   ???
90CF:F8          SED
90D0:83                   ???
90D1:80                   ???
90D2:C0 9F       CPY #$9F
90D4:E0 80       CPX #$80
90D6:C0 9F       CPY #$9F
90D8:F0 80       BEQ $905A
90DA:80                   ???
90DB:9C                   ???
90DC:FA                   ???
90DD:80                   ???
90DE:80                   ???
90DF:90 F2       BCC $90D3
90E1:80                   ???
90E2:80                   ???
90E3:90 82       BCC $9067
90E5:80                   ???
90E6:80                   ???
90E7:D0 8F       BNE $9078
90E9:80                   ???
90EA:80                   ???
90EB:9E                   ???
90EC:9F                   ???
90ED:80                   ???
90EE:80                   ???
90EF:FE DF 81    INC $81DF,X
90F2:80                   ???
90F3:FC                   ???
90F4:FF                   ???
90F5:81 80       STA ($80,X)
90F7:F8          SED
90F8:DF                   ???
90F9:81 80       STA ($80,X)
90FB:80                   ???
90FC:C0 81       CPY #$81
90FE:80                   ???
90FF:F0 DF       BEQ $90E0
9101:81 80       STA ($80,X)
9103:FF                   ???
9104:DF                   ???
9105:81 80       STA ($80,X)
9107:FF                   ???
9108:FF                   ???
9109:81 80       STA ($80,X)
910B:F3                   ???
910C:FF                   ???
910D:80                   ???
910E:80                   ???
910F:F0 FF       BEQ $9110
9111:80                   ???
9112:80                   ???
9113:E0 BF       CPX #$BF
9115:80                   ???
9116:80                   ???
9117:80                   ???
9118:8A          TXA
9119:80                   ???
911A:80                   ???
911B:C0 8A       CPY #$8A
911D:80                   ???
911E:80                   ???
911F:C0 8A       CPY #$8A
9121:80                   ???
9122:80                   ???
9123:FC                   ???
9124:FF                   ???
9125:80                   ???
9126:80                   ???
9127:B0 9B       BCS $90C4
9129:80                   ???
912A:80                   ???
912B:E0 8F       CPX #$8F
912D:80                   ???
912E:FE 80 83    INC $8380,X
9131:80                   ???
9132:FE C0 83    INC $83C0,X
9135:80                   ???
9136:F0 E8       BEQ $9120
9138:83                   ???
9139:80                   ???
913A:C0 C8       CPY #$C8
913C:83                   ???
913D:80                   ???
913E:C0 88       CPY #$88
9140:80                   ???
9141:80                   ???
9142:C0 BE       CPY #$BE
9144:80                   ???
9145:80                   ???
9146:F8          SED
9147:FC                   ???
9148:80                   ???
9149:80                   ???
914A:F8          SED
914B:FF                   ???
914C:86 80       STX $80
914E:F0 FF       BEQ $914F
9150:87                   ???
9151:80                   ???
9152:E0 FF       CPX #$FF
9154:86 80       STX $80
9156:80                   ???
9157:80                   ???
9158:86 80       STX $80
915A:C0 FF       CPY #$FF
915C:86 80       STX $80
915E:FC                   ???
915F:FF                   ???
9160:86 80       STX $80
9162:FC                   ???
9163:FF                   ???
9164:87                   ???
9165:80                   ???
9166:CC FF 83    CPY $83FF
9169:80                   ???
916A:C0 FF       CPY #$FF
916C:83                   ???
916D:80                   ???
916E:80                   ???
916F:FF                   ???
9170:81 80       STA ($80,X)
9172:80                   ???
9173:A8          TAY
9174:80                   ???
9175:80                   ???
9176:80                   ???
9177:AA          TAX
9178:80                   ???
9179:80                   ???
917A:80                   ???
917B:AA          TAX
917C:80                   ???
917D:80                   ???
917E:F0 FF       BEQ $917F
9180:83                   ???
9181:80                   ???
9182:C0 ED       CPY #$ED
9184:80                   ???
9185:80                   ???
9186:80                   ???
9187:BF                   ???
9188:80                   ???
9189:80                   ???
918A:F8          SED
918B:83                   ???
918C:8C 80 F8    STY $F880
918F:83                   ???
9190:8E 80 C0    STX $C080
9193:A3                   ???
9194:8F                   ???
9195:80                   ???
9196:80                   ???
9197:A2 8E       LDX #$8E
9199:80                   ???
919A:80                   ???
919B:A2 80       LDX #$80
919D:80                   ???
919E:80                   ???
919F:FA                   ???
91A0:81 80       STA ($80,X)
91A2:E0 F3       CPX #$F3
91A4:83                   ???
91A5:80                   ???
91A6:E0 FF       CPX #$FF
91A8:9B                   ???
91A9:80                   ???
91AA:C0 FF       CPY #$FF
91AC:9F                   ???
91AD:80                   ???
91AE:80                   ???
91AF:FF                   ???
91B0:9B                   ???
91B1:80                   ???
91B2:80                   ???
91B3:80                   ???
91B4:98          TYA
91B5:80                   ???
91B6:80                   ???
91B7:FE 9B 80    INC $809B,X
91BA:F0 FF       BEQ $91BB
91BC:9B                   ???
91BD:80                   ???
91BE:F0 FF       BEQ $91BF
91C0:9F                   ???
91C1:80                   ???
91C2:B0 FE       BCS $91C2
91C4:8F                   ???
91C5:80                   ???
91C6:80                   ???
91C7:FE 8F 80    INC $808F,X
91CA:80                   ???
91CB:FC                   ???
91CC:87                   ???
91CD:80                   ???
91CE:80                   ???
91CF:A0 81       LDY #$81
91D1:80                   ???
91D2:80                   ???
91D3:A8          TAY
91D4:81 80       STA ($80,X)
91D6:80                   ???
91D7:A8          TAY
91D8:81 80       STA ($80,X)
91DA:C0 FF       CPY #$FF
91DC:8F                   ???
91DD:80                   ???
91DE:80                   ???
91DF:B6 83       LDX $83,Y
91E1:80                   ???
91E2:80                   ???
91E3:FC                   ???
91E4:81 80       STA ($80,X)
91E6:E0 8F       CPX #$8F
91E8:B0 80       BCS $916A
91EA:E0 8F       CPX #$8F
91EC:B8          CLV
91ED:80                   ???
91EE:80                   ???
91EF:8E BD 80    STX $80BD
91F2:80                   ???
91F3:88          DEY
91F4:B9 80 80    LDA $8080,Y
91F7:88          DEY
91F8:81 80       STA ($80,X)
91FA:80                   ???
91FB:E8          INX
91FC:87                   ???
91FD:80                   ???
91FE:80                   ???
91FF:CF                   ???
9200:8F                   ???
9201:80                   ???
9202:80                   ???
9203:FF                   ???
9204:EF                   ???
9205:80                   ???
9206:80                   ???
9207:FE FF 80    INC $80FF,X
920A:80                   ???
920B:FC                   ???
920C:EF                   ???
920D:80                   ???
920E:80                   ???
920F:80                   ???
9210:E0 80       CPX #$80
9212:80                   ???
9213:F8          SED
9214:EF                   ???
9215:80                   ???
9216:C0 FF       CPY #$FF
9218:EF                   ???
9219:80                   ???
921A:C0 FF       CPY #$FF
921C:FF                   ???
921D:80                   ???
921E:C0 F9       CPY #$F9
9220:BF                   ???
9221:80                   ???
9222:80                   ???
9223:F8          SED
9224:BF                   ???
9225:80                   ???
9226:80                   ???
9227:F0 9F       BEQ $91C8
9229:80                   ???
922A:80                   ???
922B:80                   ???
922C:85 80       STA $80
922E:80                   ???
922F:A0 85       LDY #$85
9231:80                   ???
9232:80                   ???
9233:A0 85       LDY #$85
9235:80                   ???
9236:80                   ???
9237:FE BF 80    INC $80BF,X
923A:80                   ???
923B:D8          CLD
923C:8D 80 80    STA $8080
923F:F0 87       BEQ $91C8
9241:80                   ???
9242:80                   ???
9243:80                   ???
9244:E0 80       CPX #$80
9246:80                   ???
9247:80                   ???
9248:80                   ???
9249:E0 81       CPX #$81
924B:80                   ???
924C:C0 FB       CPY #$FB
924E:EB                   ???
924F:83                   ???
9250:80                   ???
9251:F0 FB       BEQ $924E
9253:EB                   ???
9254:86 80       STX $80
9256:F8          SED
9257:FB                   ???
9258:EB                   ???
9259:87                   ???
925A:80                   ???
925B:FC                   ???
925C:FB                   ???
925D:E9 86       SBC #$86
925F:80                   ???
9260:FC                   ???
9261:FB                   ???
9262:E8          INX
9263:83                   ???
9264:80                   ???
9265:FC                   ???
9266:BD E0 81    LDA $81E0,X
9269:80                   ???
926A:A8          TAY
926B:B8          CLV
926C:E0 80       CPX #$80
926E:80                   ???
926F:F7                   ???
9270:90 80       BCC $91F2
9272:80                   ???
9273:80                   ???
9274:F7                   ???
9275:D3                   ???
9276:80                   ???
9277:80                   ???
9278:80                   ???
9279:FF                   ???
927A:83                   ???
927B:80                   ???
927C:80                   ???
927D:80                   ???
927E:8F                   ???
927F:80                   ???
9280:80                   ???
9281:80                   ???
9282:80                   ???
9283:80                   ???
9284:80                   ???
9285:80                   ???
9286:83                   ???
9287:80                   ???
9288:80                   ???
9289:80                   ???
928A:80                   ???
928B:87                   ???
928C:80                   ???
928D:80                   ???
928E:EE AF 8F    INC $8FAF
9291:80                   ???
9292:C0 EF       CPY #$EF
9294:AF                   ???
9295:9B                   ???
9296:80                   ???
9297:E0 EF       CPX #$EF
9299:AF                   ???
929A:9F                   ???
929B:80                   ???
929C:F0 EF       BEQ $928D
929E:A7                   ???
929F:9B                   ???
92A0:80                   ???
92A1:F0 EF       BEQ $9292
92A3:A3                   ???
92A4:8F                   ???
92A5:80                   ???
92A6:F0 F7       BEQ $929F
92A8:81 87       STA ($87,X)
92AA:80                   ???
92AB:A0 E1       LDY #$E1
92AD:81 83       STA ($83,X)
92AF:80                   ???
92B0:DC                   ???
92B1:C3                   ???
92B2:80                   ???
92B3:80                   ???
92B4:80                   ???
92B5:DC                   ???
92B6:CF                   ???
92B7:82                   ???
92B8:80                   ???
92B9:80                   ???
92BA:FC                   ???
92BB:8F                   ???
92BC:80                   ???
92BD:80                   ???
92BE:80                   ???
92BF:BC 80 80    LDY $8080,X
92C2:80                   ???
92C3:80                   ???
92C4:80                   ???
92C5:80                   ???
92C6:80                   ???
92C7:8C 80 80    STY $8080
92CA:80                   ???
92CB:80                   ???
92CC:9C                   ???
92CD:80                   ???
92CE:80                   ???
92CF:B8          CLV
92D0:BF                   ???
92D1:BD 80 80    LDA $8080,X
92D4:BE BF ED    LDX $EDBF,Y
92D7:80                   ???
92D8:80                   ???
92D9:BF                   ???
92DA:BF                   ???
92DB:FD 80 C0    SBC $C080,X
92DE:BF                   ???
92DF:9F                   ???
92E0:ED 80 C0    SBC $C080
92E3:BF                   ???
92E4:8F                   ???
92E5:BD 80 C0    LDA $C080,X
92E8:DF                   ???
92E9:87                   ???
92EA:9C                   ???
92EB:80                   ???
92EC:80                   ???
92ED:85 87       STA $87
92EF:8C 80 F0    STY $F080
92F2:8E 82 80    STX $8082
92F5:80                   ???
92F6:F0 BE       BEQ $92B6
92F8:8A          TXA
92F9:80                   ???
92FA:80                   ???
92FB:F0 BF       BEQ $92BC
92FD:80                   ???
92FE:80                   ???
92FF:80                   ???
9300:F0 81       BEQ $9283
9302:80                   ???
9303:80                   ???
9304:80                   ???
9305:80                   ???
9306:80                   ???
9307:80                   ???
9308:B0 80       BCS $928A
930A:80                   ???
930B:80                   ???
930C:80                   ???
930D:F0 80       BEQ $928F
930F:80                   ???
9310:E0 FD       CPX #$FD
9312:F5 81       SBC $81,X
9314:80                   ???
9315:F8          SED
9316:FD B5 83    SBC $83B5,X
9319:80                   ???
931A:FC                   ???
931B:FD F5 83    SBC $83F5,X
931E:80                   ???
931F:FE FD B4    INC $B4FD,X
9322:83                   ???
9323:80                   ???
9324:FE BD F4    INC $F4BD,X
9327:81 80       STA ($80,X)
9329:FE 9C F0    INC $F09C,X
932C:80                   ???
932D:80                   ???
932E:94 9C       STY $9C,X
9330:B0 80       BCS $92B2
9332:C0 BB       CPY #$BB
9334:88          DEY
9335:80                   ???
9336:80                   ???
9337:C0 FB       CPY #$FB
9339:A9 80       LDA #$80
933B:80                   ???
933C:C0 FF       CPY #$FF
933E:81 80       STA ($80,X)
9340:80                   ???
9341:C0 87       CPY #$87
9343:80                   ???
9344:80                   ???
9345:80                   ???
9346:80                   ???
9347:80                   ???
9348:C0 80       CPY #$80
934A:80                   ???
934B:80                   ???
934C:80                   ???
934D:C0 83       CPY #$83
934F:80                   ???
9350:80                   ???
9351:F7                   ???
9352:D7                   ???
9353:87                   ???
9354:80                   ???
9355:E0 F7       CPX #$F7
9357:D7                   ???
9358:8D 80 F0    STA $F080
935B:F7                   ???
935C:D7                   ???
935D:8F                   ???
935E:80                   ???
935F:F8          SED
9360:F7                   ???
9361:D3                   ???
9362:8D 80 F8    STA $F880
9365:F7                   ???
9366:D1 87       CMP ($87),Y
9368:80                   ???
9369:F8          SED
936A:FB                   ???
936B:C0 83       CPY #$83
936D:80                   ???
936E:D0 F0       BNE $9360
9370:C0 81       CPY #$81
9372:80                   ???
9373:EE A1 80    INC $80A1
9376:80                   ???
9377:80                   ???
9378:EE A7 81    INC $81A7
937B:80                   ???
937C:80                   ???
937D:FE 87 80    INC $8087,X
9380:80                   ???
9381:80                   ???
9382:9E                   ???
9383:80                   ???
9384:80                   ???
9385:80                   ???
9386:80                   ???
9387:80                   ???
9388:80                   ???
9389:80                   ???
938A:86 80       STX $80
938C:80                   ???
938D:80                   ???
938E:80                   ???
938F:8E 80 80    STX $8080
9392:DC                   ???
9393:DF                   ???
9394:9E                   ???
9395:80                   ???
9396:80                   ???
9397:DF                   ???
9398:DF                   ???
9399:B6 80       LDX $80,Y
939B:C0 DF       CPY #$DF
939D:DF                   ???
939E:BE 80 E0    LDX $E080,Y
93A1:DF                   ???
93A2:CF                   ???
93A3:B6 80       LDX $80,Y
93A5:E0 DF       CPX #$DF
93A7:C7                   ???
93A8:9E                   ???
93A9:80                   ???
93AA:E0 EF       CPX #$EF
93AC:83                   ???
93AD:8E 80 C0    STX $C080
93B0:C2                   ???
93B1:83                   ???
93B2:86 80       STX $80
93B4:B8          CLV
93B5:87                   ???
93B6:81 80       STA ($80,X)
93B8:80                   ???
93B9:B8          CLV
93BA:9F                   ???
93BB:85 80       STA $80
93BD:80                   ???
93BE:F8          SED
93BF:9F                   ???
93C0:80                   ???
93C1:80                   ???
93C2:80                   ???
93C3:F8          SED
93C4:80                   ???
93C5:80                   ???
93C6:80                   ???
93C7:80                   ???
93C8:80                   ???
93C9:80                   ???
93CA:80                   ???
93CB:98          TYA
93CC:80                   ???
93CD:80                   ???
93CE:80                   ???
93CF:80                   ???
93D0:B8          CLV
93D1:80                   ???
93D2:80                   ???
93D3:F0 FE       BEQ $93D3
93D5:FA                   ???
93D6:80                   ???
93D7:80                   ???
93D8:FC                   ???
93D9:FE DA 81    INC $81DA,X
93DC:80                   ???
93DD:FE FE FA    INC $FAFE,X
93E0:81 80       STA ($80,X)
93E2:FF                   ???
93E3:BE DA 81    LDX $81DA,Y
93E6:80                   ???
93E7:FF                   ???
93E8:9E                   ???
93E9:FA                   ???
93EA:80                   ???
93EB:80                   ???
93EC:BF                   ???
93ED:8F                   ???
93EE:B8          CLV
93EF:80                   ???
93F0:80                   ???
93F1:8A          TXA
93F2:8E 98 80    STX $8098
93F5:E0 9D       CPX #$9D
93F7:84 80       STY $80
93F9:80                   ???
93FA:E0 FD       CPX #$FD
93FC:94 80       STY $80,X
93FE:80                   ???
93FF:E0 FF       CPX #$FF
9401:80                   ???
9402:80                   ???
9403:80                   ???
9404:E0 83       CPX #$83
9406:80                   ???
9407:80                   ???
9408:80                   ???
9409:02                   ???
940A:BB                   ???
940B:5A                   ???
940C:30 5F       BMI $946D
940E:EE 3D A8    INC $A83D
9411:60          RTS
9412:00          BRK
9413:00          BRK
9414:01 01       ORA ($01,X)
9416:00          BRK
9417:00          BRK
9418:01 01       ORA ($01,X)
941A:00          BRK
941B:00          BRK
941C:01 01       ORA ($01,X)
941E:00          BRK
941F:00          BRK
9420:01 01       ORA ($01,X)
9422:00          BRK
9423:00          BRK
9424:01 01       ORA ($01,X)
9426:00          BRK
9427:00          BRK
9428:01 01       ORA ($01,X)
942A:00          BRK
942B:00          BRK
942C:01 01       ORA ($01,X)
942E:00          BRK
942F:00          BRK
9430:01 01       ORA ($01,X)
9432:00          BRK
9433:00          BRK
9434:01 01       ORA ($01,X)
9436:00          BRK
9437:00          BRK
9438:01 01       ORA ($01,X)
943A:00          BRK
943B:00          BRK
943C:01 01       ORA ($01,X)
943E:00          BRK
943F:00          BRK
9440:01 01       ORA ($01,X)
9442:00          BRK
9443:00          BRK
9444:01 01       ORA ($01,X)
9446:00          BRK
9447:00          BRK
9448:01 01       ORA ($01,X)
944A:00          BRK
944B:00          BRK
944C:01 01       ORA ($01,X)
944E:00          BRK
944F:00          BRK
9450:01 01       ORA ($01,X)
9452:00          BRK
9453:00          BRK
9454:01 01       ORA ($01,X)
9456:00          BRK
9457:00          BRK
9458:01 01       ORA ($01,X)
945A:00          BRK
945B:00          BRK
945C:01 01       ORA ($01,X)
945E:00          BRK
945F:00          BRK
9460:01 01       ORA ($01,X)
9462:00          BRK
9463:00          BRK
9464:01 01       ORA ($01,X)
9466:00          BRK
9467:00          BRK
9468:01 01       ORA ($01,X)
946A:00          BRK
946B:00          BRK
946C:01 01       ORA ($01,X)
946E:00          BRK
946F:00          BRK
9470:01 01       ORA ($01,X)
9472:00          BRK
9473:00          BRK
9474:01 01       ORA ($01,X)
9476:00          BRK
9477:00          BRK
9478:01 01       ORA ($01,X)
947A:00          BRK
947B:00          BRK
947C:01 01       ORA ($01,X)
947E:00          BRK
947F:00          BRK
9480:01 01       ORA ($01,X)
9482:00          BRK
9483:00          BRK
9484:01 01       ORA ($01,X)
9486:00          BRK
9487:00          BRK
9488:01 01       ORA ($01,X)
948A:00          BRK
948B:00          BRK
948C:01 01       ORA ($01,X)
948E:00          BRK
948F:00          BRK
9490:01 01       ORA ($01,X)
9492:00          BRK
9493:00          BRK
9494:01 01       ORA ($01,X)
9496:00          BRK
9497:00          BRK
9498:01 01       ORA ($01,X)
949A:00          BRK
949B:00          BRK
949C:01 01       ORA ($01,X)
949E:00          BRK
949F:00          BRK
94A0:01 01       ORA ($01,X)
94A2:00          BRK
94A3:00          BRK
94A4:01 01       ORA ($01,X)
94A6:00          BRK
94A7:00          BRK
94A8:01 01       ORA ($01,X)
94AA:00          BRK
94AB:00          BRK
94AC:01 01       ORA ($01,X)
94AE:00          BRK
94AF:00          BRK
94B0:01 01       ORA ($01,X)
94B2:00          BRK
94B3:00          BRK
94B4:01 01       ORA ($01,X)
94B6:00          BRK
94B7:00          BRK
94B8:01 01       ORA ($01,X)
94BA:00          BRK
94BB:00          BRK
94BC:01 01       ORA ($01,X)
94BE:00          BRK
94BF:00          BRK
94C0:01 01       ORA ($01,X)
94C2:00          BRK
94C3:00          BRK
94C4:01 01       ORA ($01,X)
94C6:00          BRK
94C7:00          BRK
94C8:01 01       ORA ($01,X)
94CA:00          BRK
94CB:00          BRK
94CC:01 01       ORA ($01,X)
94CE:00          BRK
94CF:00          BRK
94D0:01 01       ORA ($01,X)
94D2:00          BRK
94D3:00          BRK
94D4:01 01       ORA ($01,X)
94D6:00          BRK
94D7:00          BRK
94D8:01 01       ORA ($01,X)
94DA:00          BRK
94DB:00          BRK
94DC:01 01       ORA ($01,X)
94DE:00          BRK
94DF:00          BRK
94E0:01 01       ORA ($01,X)
94E2:00          BRK
94E3:00          BRK
94E4:01 01       ORA ($01,X)
94E6:00          BRK
94E7:00          BRK
94E8:01 01       ORA ($01,X)
94EA:00          BRK
94EB:00          BRK
94EC:01 01       ORA ($01,X)
94EE:00          BRK
94EF:00          BRK
94F0:01 01       ORA ($01,X)
94F2:00          BRK
94F3:00          BRK
94F4:01 01       ORA ($01,X)
94F6:00          BRK
94F7:00          BRK
94F8:01 01       ORA ($01,X)
94FA:00          BRK
94FB:00          BRK
94FC:01 01       ORA ($01,X)
94FE:00          BRK
94FF:00          BRK
9500:01 01       ORA ($01,X)
9502:00          BRK
9503:00          BRK
9504:01 01       ORA ($01,X)
9506:00          BRK
9507:00          BRK
9508:01 01       ORA ($01,X)
950A:00          BRK
950B:00          BRK
950C:01 01       ORA ($01,X)
950E:00          BRK
950F:00          BRK
9510:01 01       ORA ($01,X)
9512:00          BRK
9513:00          BRK
9514:01 01       ORA ($01,X)
9516:00          BRK
9517:00          BRK
9518:01 01       ORA ($01,X)
951A:00          BRK
951B:00          BRK
951C:01 01       ORA ($01,X)
951E:00          BRK
951F:00          BRK
9520:01 01       ORA ($01,X)
9522:00          BRK
9523:00          BRK
9524:01 01       ORA ($01,X)
9526:00          BRK
9527:00          BRK
9528:01 01       ORA ($01,X)
952A:00          BRK
952B:00          BRK
952C:01 01       ORA ($01,X)
952E:00          BRK
952F:00          BRK
9530:01 01       ORA ($01,X)
9532:00          BRK
9533:00          BRK
9534:01 01       ORA ($01,X)
9536:00          BRK
9537:00          BRK
9538:01 01       ORA ($01,X)
953A:00          BRK
953B:00          BRK
953C:01 01       ORA ($01,X)
953E:00          BRK
953F:00          BRK
9540:01 01       ORA ($01,X)
9542:00          BRK
9543:00          BRK
9544:01 01       ORA ($01,X)
9546:00          BRK
9547:00          BRK
9548:01 01       ORA ($01,X)
954A:00          BRK
954B:00          BRK
954C:01 01       ORA ($01,X)
954E:00          BRK
954F:00          BRK
9550:01 01       ORA ($01,X)
9552:00          BRK
9553:00          BRK
9554:01 01       ORA ($01,X)
9556:00          BRK
9557:00          BRK
9558:01 01       ORA ($01,X)
955A:00          BRK
955B:00          BRK
955C:01 01       ORA ($01,X)
955E:00          BRK
955F:00          BRK
9560:01 01       ORA ($01,X)
9562:00          BRK
9563:00          BRK
9564:01 01       ORA ($01,X)
9566:00          BRK
9567:00          BRK
9568:01 01       ORA ($01,X)
956A:00          BRK
956B:00          BRK
956C:01 01       ORA ($01,X)
956E:00          BRK
956F:00          BRK
9570:01 01       ORA ($01,X)
9572:00          BRK
9573:00          BRK
9574:01 01       ORA ($01,X)
9576:00          BRK
9577:00          BRK
9578:01 01       ORA ($01,X)
957A:00          BRK
957B:00          BRK
957C:01 01       ORA ($01,X)
957E:00          BRK
957F:00          BRK
9580:01 01       ORA ($01,X)
9582:00          BRK
9583:00          BRK
9584:01 01       ORA ($01,X)
9586:00          BRK
9587:00          BRK
9588:01 01       ORA ($01,X)
958A:00          BRK
958B:00          BRK
958C:01 01       ORA ($01,X)
958E:00          BRK
958F:00          BRK
9590:01 01       ORA ($01,X)
9592:00          BRK
9593:00          BRK
9594:01 01       ORA ($01,X)
9596:00          BRK
9597:00          BRK
9598:01 01       ORA ($01,X)
959A:00          BRK
959B:00          BRK
959C:01 01       ORA ($01,X)
959E:00          BRK
959F:00          BRK
95A0:01 01       ORA ($01,X)
95A2:00          BRK
95A3:00          BRK
95A4:01 01       ORA ($01,X)
95A6:00          BRK
95A7:00          BRK
95A8:01 01       ORA ($01,X)
95AA:00          BRK
95AB:00          BRK
95AC:01 01       ORA ($01,X)
95AE:00          BRK
95AF:00          BRK
95B0:01 01       ORA ($01,X)
95B2:00          BRK
95B3:00          BRK
95B4:01 01       ORA ($01,X)
95B6:00          BRK
95B7:00          BRK
95B8:01 01       ORA ($01,X)
95BA:00          BRK
95BB:00          BRK
95BC:01 01       ORA ($01,X)
95BE:00          BRK
95BF:00          BRK
95C0:01 01       ORA ($01,X)
95C2:00          BRK
95C3:00          BRK
95C4:01 01       ORA ($01,X)
95C6:00          BRK
95C7:00          BRK
95C8:01 01       ORA ($01,X)
95CA:00          BRK
95CB:00          BRK
95CC:01 01       ORA ($01,X)
95CE:00          BRK
95CF:00          BRK
95D0:01 01       ORA ($01,X)
95D2:00          BRK
95D3:00          BRK
95D4:01 01       ORA ($01,X)
95D6:00          BRK
95D7:00          BRK
95D8:01 01       ORA ($01,X)
95DA:00          BRK
95DB:00          BRK
95DC:01 01       ORA ($01,X)
95DE:00          BRK
95DF:00          BRK
95E0:01 01       ORA ($01,X)
95E2:00          BRK
95E3:00          BRK
95E4:01 01       ORA ($01,X)
95E6:00          BRK
95E7:00          BRK
95E8:01 01       ORA ($01,X)
95EA:00          BRK
95EB:00          BRK
95EC:01 01       ORA ($01,X)
95EE:00          BRK
95EF:00          BRK
95F0:01 01       ORA ($01,X)
95F2:00          BRK
95F3:00          BRK
95F4:01 01       ORA ($01,X)
95F6:00          BRK
95F7:00          BRK
95F8:01 01       ORA ($01,X)
95FA:00          BRK
95FB:00          BRK
95FC:01 01       ORA ($01,X)
95FE:04                   ???
95FF:04                   ???
9600:83                   ???
9601:00          BRK
9602:09 08       ORA #$08
9604:02                   ???
9605:00          BRK
9606:89                   ???
9607:3A                   ???
9608:97                   ???
9609:00          BRK
960A:20 08 04    JSR $0408
960D:00          BRK
960E:BA          TSX
960F:E7                   ???
9610:28          PLP
9611:34                   ???
9612:29 3B       AND #$3B
9614:22                   ???
9615:4D 41 58    EOR $5841
9618:46 49       LSR $49
961A:4C 45 53    JMP $5345
961D:20 31 22    JSR $2231
9620:00          BRK
9621:35 08       AND $08,X
9623:0A          ASL
9624:00          BRK
9625:BA          TSX
9626:E7                   ???
9627:28          PLP
9628:34                   ???
9629:29 3B       AND #$3B
962B:22                   ???
962C:42                   ???
962D:4C 4F 41    JMP $414F
9630:44                   ???
9631:20 53 34    JSR $3453
9634:22                   ???
9635:00          BRK
9636:4A          LSR
9637:08          PHP
9638:0C                   ???
9639:00          BRK
